"market","status","ldate","litho","rprice","ncore","nthread","bfreq","tdp","memband","temp"
"Desktop","End of Interactive Support",2005 Q2,90,74,2,NA,2.8,95,NA,"64.1°C"
"Desktop","End of Interactive Support",NA,130,NA,1,NA,2.6,69,NA,"75°C"
"Desktop","End of Interactive Support",2004 Q4,90,NA,1,NA,3.73,115,NA,"70.8°C"
"Desktop","End of Interactive Support",NA,130,NA,1,NA,3.4,102.9,NA,"67°C"
"Desktop","End of Interactive Support",2006 Q1,65,NA,1,NA,3,86,NA,"B1+C1=69.2°C. D0=64.1°C"
"Desktop","End of Interactive Support",2004 Q2,90,NA,1,NA,2.8,84,NA,"67.7°C"
"Desktop","End of Interactive Support",2005 Q1,90,NA,1,NA,2.66,84,NA,"67.7°C"
"Desktop","End of Interactive Support",NA,90,NA,1,NA,2.4,89,NA,"69.1°C"
"Desktop","End of Interactive Support",NA,180,NA,1,NA,1.4,54.7,NA,"72°C"
"Mobile","End of Interactive Support",NA,180,NA,1,NA,450,15.5,NA,"100°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,1.06,21,NA,"100°C"
"Mobile","End of Interactive Support",NA,90,NA,1,NA,3.06,88,NA,"75°C"
"Mobile","Launched",2012 Q3,32,NA,2,2,1.6,17,21.3,"100C"
"Mobile","End of Interactive Support",NA,NA,NA,1,NA,1.06,21,NA,"100°C"
"Mobile","End of Interactive Support",NA,NA,NA,1,NA,233,9,NA,""
"Desktop","End of Interactive Support",NA,NA,NA,1,NA,133,NA,NA,""
"Desktop","End of Interactive Support",NA,NA,NA,1,NA,120,NA,NA,""
"Desktop","End of Interactive Support",NA,NA,NA,1,NA,100,NA,NA,""
"Desktop","End of Interactive Support",NA,NA,NA,1,NA,166,35,NA,"85°C"
"Desktop","End of Interactive Support",NA,NA,NA,1,NA,150,31.7,NA,"85°C"
"Desktop","End of Interactive Support",NA,NA,NA,1,NA,350,21.5,NA,"80°C"
"Desktop","End of Interactive Support",NA,NA,NA,1,NA,233,34.8,NA,"75°C"
"Mobile","End of Interactive Support",2010 Q2,32,NA,2,2,1.2,18,12.8,"105°C"
"Mobile","End of Interactive Support",2010 Q2,32,NA,2,2,1.86,35,17.1,"90°C"
"Desktop","End of Interactive Support",2009 Q2,45,77,2,NA,2.8,65,NA,"74.1°C"
"Mobile","End of Interactive Support",2009 Q1,45,NA,2,NA,2,35,NA,"105°C"
"Desktop","End of Interactive Support",2008 Q3,45,72,2,NA,2.5,65,NA,"74.1°C"
"Mobile","End of Interactive Support",NA,65,NA,2,NA,2,35,NA,"100°C"
"Desktop","End of Interactive Support",NA,130,NA,1,NA,3,81.9,NA,"70°C"
"Desktop","End of Interactive Support",2007 Q2,65,NA,2,NA,1.6,65,NA,"L2=61.4°C; G0+M0=73.3°C"
"Mobile","End of Interactive Support",2007 Q1,65,NA,2,NA,1.6,31,NA,"100°C"
"Desktop","End of Interactive Support",2006 Q1,65,999,2,NA,3.46,130,NA,"68.6°C"
"Desktop","End of Interactive Support",2005 Q2,90,NA,2,NA,3.2,130,NA,"69.8°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,1.5,24.5,NA,"100°C"
"Desktop","End of Interactive Support",2000 Q1,180,NA,1,NA,1,29,NA,"75°C"
"Desktop","End of Interactive Support",2000 Q1,180,NA,1,NA,1,29,NA,"75°C"
"Desktop","End of Interactive Support",2006 Q3,65,74,2,NA,2.8,95,NA,"63.4°C"
"Desktop","End of Interactive Support",2005 Q1,90,93,2,NA,2.66,95,NA,"64.1°C"
"Desktop","End of Interactive Support",NA,130,NA,1,NA,3.06,81.8,NA,"69°C"
"Desktop","End of Interactive Support",NA,130,NA,1,NA,2.4,66.2,NA,"74°C"
"Desktop","End of Interactive Support",2004 Q4,130,NA,1,NA,3.46,110.7,NA,"66°C"
"Desktop","End of Interactive Support",NA,130,NA,1,NA,3.2,92.1,NA,"64°C"
"Desktop","End of Interactive Support",2005 Q4,90,NA,1,NA,3,84,NA,"66.6°C"
"Desktop","End of Interactive Support",NA,90,NA,1,NA,2.8,84,NA,"67.7°C"
"Desktop","End of Interactive Support",2005 Q3,90,NA,1,NA,2.93,84,NA,"67.7°C"
"Desktop","End of Interactive Support",NA,90,NA,1,NA,2.66,84,NA,"67.7°C"
"Desktop","End of Interactive Support",NA,130,NA,1,NA,2.26,58,NA,"70°C"
"Desktop","End of Interactive Support",NA,180,NA,1,NA,1.3,51.6,NA,"70°C"
"Mobile","End of Interactive Support",NA,180,NA,1,NA,1,34,NA,"100°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,1,20.5,NA,"100°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,2.4,59.8,NA,"71°C"
"Desktop","Launched",2013 Q1,22,42,2,2,2.3,35,21,""
"Desktop","Launched",2013 Q1,22,42,2,2,2.7,55,21,""
"Desktop","Launched",2013 Q3,22,42,2,2,2.4,35,21,""
"Desktop","Launched",2014 Q1,22,42,2,2,2.7,53,21.3,"72°C"
"Desktop","End of Life",2013 Q3,22,52,2,2,2.8,55,21,""
"Desktop","End of Life",2014 Q1,22,42,2,2,2.4,35,21.3,"66.4°C"
"Embedded","Launched",2014 Q1,22,42,2,2,2.2,35,21.3,""
"Desktop","End of Life",2014 Q1,22,52,2,2,2.8,53,21.3,"72°C"
"Desktop","End of Life",2014 Q2,22,42,2,2,2.8,53,21.3,"72°C"
"Desktop","End of Life",2014 Q2,22,42,2,2,2.5,35,21.3,"66.4°C"
"Desktop","End of Life",2014 Q2,22,52,2,2,2.9,53,21.3,"72°C"
"Desktop","Launched",2015 Q4,14,42,2,2,2.8,51,34.1,""
"Desktop","Launched",2015 Q4,14,NA,2,2,2.6,35,34.1,""
"Embedded","Launched",2016 Q1,14,107,2,2,2.4,35,34.1,"100°C"
"Embedded","Launched",2015 Q4,14,42,2,2,2.3,35,34.1,""
"Desktop","Launched",2015 Q4,14,52,2,2,2.9,51,34.1,""
"Embedded","Launched",2016 Q1,14,107,2,2,1.6,25,34.1,"100°C"
"Desktop","Launched",2017 Q1,14,42,2,2,2.9,51,NA,"100°C"
"Desktop","Launched",2017 Q2,NA,42,2,2,2.9,54,NA,"100°C"
"Desktop","Launched",2017 Q1,14,42,2,2,2.7,35,NA,"92°C"
"Desktop","Launched",2017 Q2,NA,42,2,2,2.7,35,NA,"88°C"
"Desktop","Launched",2017 Q1,14,52,2,2,3,51,NA,"100°C"
"Desktop","Launched",2013 Q4,22,72,2,2,2.41,10,NA,"105°C"
"Desktop","Launched",2013 Q4,22,82,4,4,2,10,NA,"105°C"
"Desktop","Launched",2013 Q3,22,NA,4,4,2,10,NA,"100°C"
"Desktop","Launched",2016 Q1,14,107,2,2,1.6,6,NA,"90°C"
"Desktop","Launched",2016 Q1,14,NA,4,4,1.6,6,NA,"90°C"
"Desktop","Launched",2016 Q3,14,107,2,2,2,10,NA,"105°C"
"Desktop","Launched",2016 Q3,14,107,4,4,1.5,10,NA,"105°C"
"Mobile","Launched",2013 Q4,22,107,2,2,1.6,4.5,NA,"105°C"
"Mobile","Launched",2014 Q1,22,107,2,2,1.58,4.3,NA,"105°C"
"Mobile","Launched",2014 Q3,22,107,2,2,1.58,4.5,10.66,"100°C"
"Mobile","Launched",2013 Q3,22,NA,2,2,2,7.5,NA,"100°C"
"Mobile","Launched",2013 Q4,22,NA,2,2,1.86,7.5,NA,"105°C"
"Mobile","Launched",2013 Q4,22,NA,2,2,2.13,7.5,NA,"105°C"
"Mobile","Launched",2014 Q1,22,107,2,2,2.16,7.5,NA,"100°C"
"Mobile","Launched",2014 Q3,22,107,2,2,2.16,7.5,21.32,"100°C"
"Mobile","Launched",2013 Q3,22,NA,4,4,1.6,7.5,NA,"100°C"
"Mobile","End of Life",2013 Q4,22,NA,4,4,1.86,7.5,NA,"105°C"
"Mobile","Launched",2014 Q1,22,107,4,4,1.83,7.5,NA,"100°C"
"Mobile","Launched",2014 Q3,22,107,4,4,1.83,7.5,21.32,"100°C"
"Mobile","Launched",2016 Q3,14,107,4,4,1.1,6,NA,"105°C"
"Mobile","Launched",2016 Q3,14,107,2,2,1.1,6,NA,"105°C"
"Mobile","Launched",2016 Q1,14,107,4,4,1.6,6,NA,"90°C"
"Mobile","Launched",2015 Q1,14,107,4,4,1.6,6,NA,"90°C"
"Mobile","Launched",2016 Q1,14,107,2,2,1.6,6,NA,"90°C"
"Mobile","Launched",2015 Q1,14,107,2,2,1.6,6,NA,"90°C"
"Mobile","Launched",2016 Q1,14,107,2,2,1.04,4,NA,"90°C"
"Mobile","Launched",2015 Q1,14,107,2,2,1.04,4,NA,"90°C"
"Mobile","Launched",2015 Q2,14,107,2,2,1.7,15,25.6,"105°C"
"Mobile","Launched",2015 Q1,14,107,2,2,1.7,15,25.6,"105°C"
"Mobile","Launched",2015 Q2,14,107,2,2,1.9,15,25.6,"105°C"
"Mobile","Launched",2015 Q4,14,107,2,2,1.6,15,34.1,"100°C"
"Mobile","Launched",2015 Q4,14,107,2,2,2,15,34.1,"100°C"
"Mobile","Launched",2017 Q1,14,107,2,2,1.8,15,34.1,"100°C"
"Mobile","Launched",2017 Q2,14,NA,2,2,1.5,6,29.8,"100°C"
"Mobile","Launched",2017 Q1,14,107,2,2,2.2,15,34.1,"100°C"
"Mobile","Launched",2016 Q3,14,281,2,4,1.2,4.5,29.8,"100°C"
"Mobile","Launched",2016 Q3,14,281,2,4,2.5,15,34.1,"100°C"
"Mobile","Launched",2017 Q1,14,304,2,4,2.2,15,34.1,"100°C"
"Mobile","Launched",2017 Q1,14,NA,2,4,3.1,28,34.1,"100°C"
"Mobile","Launched",2017 Q1,14,NA,2,4,3.3,28,34.1,"100°C"
"Mobile","Launched",2017 Q1,14,250,4,4,2.5,45,34.1,"100°C"
"Mobile","Launched",2017 Q1,14,281,2,4,2.6,15,34.1,"100°C"
"Mobile","Launched",2017 Q1,14,304,2,4,2.3,15,34.1,"100°C"
"Desktop","Launched",2017 Q1,14,182,4,4,3,65,NA,"100°C"
"Desktop","Launched",2017 Q1,14,187,4,4,2.4,35,NA,"80°C"
"Embedded","Launched",2017 Q1,14,250,4,4,2.9,45,34.1,"100°C"
"Mobile","Launched",2017 Q1,14,NA,4,4,2.8,45,34.1,"100°C"
"Embedded","Launched",2017 Q1,14,250,4,4,2.1,25,34.1,"100°C"
"Desktop","Launched",2017 Q1,14,202,4,4,2.7,35,NA,"80°C"
"Desktop","Launched",2017 Q1,14,202,4,4,3.4,65,NA,"100°C"
"Desktop","Launched",2017 Q1,14,224,4,4,3.5,65,NA,"100°C"
"Desktop","Launched",2017 Q1,14,224,4,4,2.8,35,NA,"80°C"
"Desktop","Launched",2017 Q1,14,243,4,4,3.8,91,NA,"100°C"
"Mobile","Launched",2012 Q2,22,1096,4,8,2.9,55,25.6,"105 C"
"Desktop","End of Life",2011 Q4,32,594,6,12,3.2,130,51.2,"66.8°C"
"Mobile","Launched",2012 Q3,22,1096,4,8,3,55,25.6,"105 C"
"Desktop","End of Life",2011 Q4,32,1059,6,12,3.3,130,51.2,"66.8°C"
"Desktop","End of Life",2012 Q4,32,1059,6,12,3.5,150,51.2,"66.8°C"
"Desktop","End of Life",2013 Q3,22,332,4,8,3.7,130,59.7,"66.8°C"
"Mobile","Launched",2013 Q2,22,NA,4,8,3,57,25.6,"100°C"
"Desktop","End of Life",2013 Q3,22,594,6,12,3.4,130,59.7,"66.8"
"Mobile","Launched",2014 Q1,22,NA,4,8,3.1,57,25.6,"100°C"
"Desktop","End of Life",2013 Q3,22,1059,6,12,3.6,130,59.7,"66.8°C"
"Desktop","Launched",2014 Q3,22,396,6,12,3.3,140,68,"66.8"
"Desktop","Launched",2014 Q3,22,594,6,12,3.5,140,68,"66.8"
"Desktop","Launched",2014 Q3,22,1059,8,16,3,140,68,"66.8"
"Desktop","Launched",2016 Q2,14,441,6,12,3.4,140,NA,""
"Desktop","Launched",2016 Q2,14,628,6,12,3.6,140,NA,""
"Desktop","Launched",2016 Q2,14,1109,8,16,3.2,140,NA,""
"Desktop","Launched",2016 Q2,14,1743,10,20,3,140,NA,""
"Desktop","Launched",2017 Q2,14,243,4,4,4,112,NA,"100°C"
"Desktop","Launched",2017 Q2,14,350,4,8,4.3,112,NA,"100°C"
"Desktop","Launched",2017 Q2,14,389,6,12,3.5,140,NA,"100°C"
"Desktop","Launched",2017 Q2,14,999,10,20,3.3,140,NA,"95°C"
"Desktop","Launched",2017 Q2,14,599,8,16,3.6,140,NA,"99°C"
"Desktop","Launched",2017 Q3,14,1199,12,24,2.9,140,NA,"95°C"
"Desktop","Announced",2017 Q3,NA,NA,14,28,3.1,165,NA,"102°C"
"Desktop","Announced",2017 Q3,NA,NA,16,32,2.8,165,NA,"98°C"
"Desktop","Announced",2017 Q3,NA,NA,18,36,2.6,165,NA,"94°C"
"Mobile","Launched",2017 Q3,14,409,4,8,1.9,15,34.1,"100°C"
"Mobile","Launched",2017 Q3,14,297,4,8,1.7,15,34.1,"100°C"
"Mobile","Launched",2016 Q3,14,393,2,4,2.7,15,34.1,"100°C"
"Mobile","Launched",2017 Q1,14,415,2,4,2.4,15,34.1,"100°C"
"Mobile","Launched",2017 Q1,14,NA,2,4,3.5,28,34.1,"100°C"
"Mobile","Launched",2017 Q1,14,393,2,4,2.8,15,34.1,"100°C"
"Mobile","Launched",2017 Q1,14,415,2,4,2.5,15,34.1,"100°C"
"Desktop","Launched",2017 Q1,14,312,4,8,2.9,35,NA,"80°C"
"Desktop","Launched",2017 Q1,14,350,4,8,4.2,91,NA,"100°C"
"Desktop","Launched",2017 Q1,14,312,4,8,3.6,65,NA,"100°C"
"Mobile","Launched",2017 Q1,14,378,4,8,2.8,45,34.1,"100°C"
"Embedded","Launched",2017 Q1,14,378,4,8,3,45,34.1,"100°C"
"Mobile","Launched",2017 Q1,14,378,4,8,2.9,45,34.1,"100°C"
"Mobile","Launched",2017 Q1,14,378,4,8,2.9,45,34.1,"100°C"
"Mobile","Launched",2017 Q1,14,568,4,8,3.1,45,34.1,"100°C"
"Embedded","Launched",2015 Q3,NA,2.54,1,1,32,NA,NA,""
"Embedded","Launched",2014 Q2,32,12.85,1,1,400,2.2,1.6,"110°C"
"Mobile","End of Interactive Support",2013 Q1,32,NA,1,2,NA,NA,6.4,"90"
"Embedded","Launched",2015 Q3,NA,2.54,1,1,33,0.025,NA,""
"Embedded","Launched",2010 Q3,45,19,1,2,600,3.3,NA,"90°C"
"Mobile","End of Interactive Support",2012 Q2,32,NA,1,2,NA,NA,6.4,"90"
"Mobile","Launched",2016 Q1,14,37,4,4,1.6,NA,25.6,"90°C"
"Mobile","Launched",2011 Q4,32,42,2,4,1.6,3.5,NA,""
"Embedded","Launched",2014 Q4,22,31,2,2,1.33,3,NA,"-40°C to 110°C"
"Desktop","End of Interactive Support",2011 Q3,32,42,2,2,1.86,10,6.4,"100 C"
"Embedded","Launched",2017 Q3,22,39,2,2,1.5,7,NA,"100C"
"Server","End of Life",NA,130,NA,1,NA,1.66,122,NA,"83°C"
"Server","End of Life",NA,130,NA,1,NA,1.6,122,NA,"83°C"
"Server","End of Life",NA,130,NA,1,NA,900,90,NA,"85°C"
"Server","End of Life",NA,90,NA,2,NA,1.6,104,NA,"74°C"
"Server","End of Life",2007 Q4,90,696,1,NA,1.6,75,NA,"76°C"
"Server","End of Life",2010 Q1,65,946,2,4,1.6,130,NA,""
"Server","End of Life",2010 Q1,65,1614,4,8,1.33,155,NA,""
"Server","End of Life",2010 Q1,65,2059,4,8,1.46,155,NA,""
"Server","End of Life",2010 Q1,65,2059,4,8,1.6,185,NA,""
"Server","End of Life",2010 Q1,65,3838,4,8,1.73,185,NA,""
"Server","End of Life",2007 Q4,90,910,2,NA,1.42,104,NA,"76°C"
"Server","End of Life",2007 Q4,90,1552,2,NA,1.66,104,NA,"76°C"
"Server","End of Life",2007 Q4,90,1980,2,NA,1.66,104,NA,"76°C"
"Server","End of Life",2007 Q4,90,1980,2,NA,1.6,104,NA,"76°C"
"Server","End of Life",2007 Q4,90,3692,2,NA,1.66,104,NA,"76°C"
"Server","End of Life",2007 Q4,90,3692,2,NA,1.6,104,NA,"76°C"
"Server","End of Life",2007 Q4,90,NA,2,NA,1.66,104,NA,"76°C"
"Server","End of Life",2007 Q1,90,NA,2,NA,1.4,104,NA,"76°C"
"Server","End of Life",NA,90,NA,2,NA,1.42,104,NA,"76°C"
"Server","End of Life",NA,90,NA,2,NA,1.6,104,NA,"76°C"
"Server","End of Life",NA,90,NA,2,NA,1.6,104,NA,"76°C"
"Server","End of Life",NA,90,NA,2,NA,1.6,104,NA,"76°C"
"Server","End of Life",NA,130,NA,1,NA,1,100,NA,"85°C"
"Server","End of Life",NA,130,NA,1,NA,1.3,97,NA,"83°C"
"Server","End of Life",NA,130,NA,1,NA,1.4,91,NA,"83°C"
"Server","End of Life",NA,130,NA,1,NA,1.5,107,NA,"83°C"
"Server","End of Life",NA,130,NA,1,NA,1.5,107,NA,"83°C"
"Server","End of Life",NA,130,NA,1,NA,1.6,122,NA,"83°C"
"Server","End of Life",NA,130,NA,1,NA,1.66,122,NA,"83°C"
"Server","Launched",2013 Q3,22,43,2,2,1.7,6,10.7,"98°C"
"Embedded","Launched",2017 Q3,22,64,4,4,1.4,10,NA,"100C"
"Server","Launched",2013 Q3,22,70,4,4,1.7,9,21.3,"97°C"
"Server","Launched",2013 Q3,22,86,4,4,2.4,14,25.6,"96°C"
"Server","Launched",2013 Q3,22,150,8,8,1.7,12,25.6,"97°C"
"Server","Launched",2013 Q3,22,171,8,8,2.4,20,25.6,"97°C"
"Embedded","Launched",2014 Q2,22,60,2,2,1.25,6,NA,"100C"
"Embedded","Launched",2013 Q3,22,60,2,2,1.7,7,NA,""
"Embedded","Launched",2013 Q3,22,60,2,2,1.7,7,NA,""
"Embedded","Launched",2014 Q2,22,98,4,4,1.25,9.5,NA,"100C"
"Embedded","Launched",2013 Q3,22,91,4,4,1.7,13,NA,""
"Embedded","Launched",2013 Q3,22,104,4,4,2.4,15,NA,""
"Embedded","Launched",2013 Q3,22,104,4,4,2.4,15,NA,""
"Embedded","Launched",2013 Q3,22,182,8,8,2,18,NA,""
"Embedded","Launched",2013 Q3,22,208,8,8,2.4,20,NA,""
"Embedded","Launched",2013 Q3,22,208,8,8,2.4,20,NA,""
"Server","Launched",2017 Q3,14,449,16,16,2,31,NA,"83°C,100°C"
"Server","Launched",2017 Q3,14,434,16,16,2.1,32,NA,"78°C,100°C"
"Server","Launched",2017 Q3,14,389,16,16,1.7,24,NA,"78°C,100°C"
"Server","Launched",2017 Q3,14,289,12,12,1.9,21.5,NA,"85°C,100°C"
"Server","Launched",2017 Q3,14,332,12,12,2,25,NA,"83°C,100°C"
"Server","Launched",2017 Q3,14,323,12,12,2.1,25,NA,"78°C,100°C"
"Server","Launched",2017 Q3,14,369,12,12,2,25,NA,"86°C,100°C"
"Server","Launched",2017 Q3,14,193,8,8,2.2,25,NA,"82°C,100°C"
"Server","Launched",2017 Q3,14,171,8,8,2.2,21,NA,"84°C,100°C"
"Server","Launched",2017 Q3,14,209,8,8,1.7,17,NA,"85°C,100°C"
"Server","Launched",2017 Q3,14,86,4,4,2.2,16,NA,"83°C,100°C"
"Server","Launched",2017 Q3,14,75,4,4,2.1,15,NA,"87°C,100°C"
"Server","Launched",2017 Q3,14,86,4,4,1.6,11.5,NA,"90°C,100°C"
"Server","Launched",2017 Q1,14,27,2,2,1.5,9,NA,"89°C,100°C"
"Server","Launched",2017 Q3,14,32,2,2,1.6,9.5,NA,"89°C,100°C"
"Desktop","End of Interactive Support",2012 Q1,32,47,2,4,1.86,10,6.4,"100 C"
"Desktop","End of Interactive Support",2011 Q3,32,NA,2,4,2.13,10,6.4,"100 C"
"Embedded","Launched",2013 Q4,22,31,1,1,1.46,5,NA,"-40°C to 110°C"
"Embedded","Launched",2013 Q4,22,34,2,2,1.33,6,NA,"-40°C to 110°C"
"Embedded","Launched",2013 Q4,22,37,2,2,1.46,7,NA,"-40°C to 110°C"
"Embedded","Launched",2013 Q4,22,41,2,2,1.75,8,NA,"-40°C to 110°C"
"Embedded","Launched",2013 Q4,22,52,4,4,1.91,10,NA,"-40°C to 110°C"
"Mobile","Launched",2011 Q4,32,47,2,4,1.86,6.5,NA,""
"Server","End of Life",2012 Q4,32,54,2,4,1.6,8.1,10.6,""
"Server","End of Life",2012 Q4,32,64,2,4,1.6,6.1,10.6,""
"Server","End of Life",2012 Q4,32,NA,2,4,2,8.5,10.6,""
"Server","Launched",2013 Q2,32,80,2,4,1.6,11.7,NA,""
"Server","Launched",2013 Q2,32,103,2,4,1.6,13.1,NA,""
"Server","Launched",2013 Q2,32,120,2,4,2,14.1,NA,""
"Mobile","Announced",2015 Q1,28,NA,2,2,1,NA,3.2,""
"Mobile","Launched",2015 Q1,28,NA,4,4,NA,NA,4.2,""
"Mobile","Launched",2016 Q4,28,NA,4,4,NA,NA,4.2,""
"Mobile","Launched",2015 Q1,28,NA,4,4,NA,NA,4.2,""
"Mobile","Launched",2015 Q4,28,NA,4,4,NA,NA,4.2,""
"Mobile","Launched",2016 Q4,28,NA,4,4,NA,NA,4.2,""
"Mobile","Launched",2016 Q4,28,NA,4,4,NA,NA,4.2,""
"Mobile","Announced",2015 Q1,28,NA,4,4,1.2,NA,4.2,""
"Mobile","Announced",2015 Q1,28,NA,4,4,1.2,NA,4.2,""
"Embedded","Launched",2016 Q1,14,39,4,4,1.04,5,NA,"90°C"
"Mobile","Launched",2015 Q2,14,21,4,4,1.44,NA,12.8,"90°C"
"Mobile","Launched",2016 Q1,14,NA,4,4,1.44,NA,12.8,"90°C"
"Mobile","Launched",2016 Q1,14,21,4,4,1.44,NA,12.8,"90°C"
"Mobile","Launched",2015 Q1,14,27,4,4,1.44,NA,25.6,"90°C"
"Mobile","Launched",2016 Q1,14,27,4,4,1.44,NA,25.6,"90°C"
"Embedded","Announced",2016 Q4,14,NA,2,2,1.3,6.5,34.1,"103°C,110°C"
"Embedded","Announced",2016 Q4,14,NA,4,4,1.6,9.5,34.1,"100°C,110°C"
"Mobile","Launched",2015 Q1,14,37,4,4,1.6,NA,25.6,"90°C"
"Embedded","Announced",2016 Q4,14,NA,4,4,1.6,12,38.4,"98°C,110°C"
"Mobile","End of Interactive Support",2012 Q3,32,NA,1,2,NA,NA,6.4,"90"
"Mobile","End of Interactive Support",2013 Q2,32,NA,2,4,1.2,NA,8.5,"90°C"
"Mobile","End of Interactive Support",2013 Q2,32,NA,2,4,NA,NA,8.5,"90°C"
"Mobile","End of Interactive Support",2013 Q2,32,22,2,4,NA,NA,8.5,"90°C"
"Mobile","End of Interactive Support",2012 Q3,32,NA,2,4,1.8,NA,6.4,""
"Mobile","Launched",2014 Q1,22,NA,2,2,NA,NA,8.5,"90°C"
"Mobile","Launched",2014 Q1,22,NA,2,2,NA,NA,8.5,"90°C"
"Mobile","Launched",2014 Q2,22,NA,4,4,NA,NA,12.8,"90°C"
"Mobile","Launched",2014 Q2,22,NA,4,4,NA,NA,12.8,"90°C"
"Mobile","Launched",2014 Q3,22,NA,4,4,NA,NA,12.8,"90°C"
"Mobile","Launched",2014 Q2,22,NA,4,4,NA,NA,12.8,"90°C"
"Mobile","Launched",2015 Q3,22,NA,4,4,NA,NA,12.8,"90°C"
"Mobile","Launched",2014 Q1,22,21,4,4,1.33,NA,5.3,""
"Mobile","Launched",2014 Q1,22,NA,4,4,1.33,NA,10.6,""
"Mobile","Launched",2014 Q1,22,18,4,4,1.33,NA,10.6,""
"Mobile","Launched",2014 Q1,22,17,4,4,1.33,NA,5.3,""
"Mobile","Launched",2014 Q2,22,20,4,4,1.33,NA,10.6,""
"Mobile","Launched",2014 Q2,22,20,4,4,1.33,NA,5.3,""
"Mobile","End of Interactive Support",2013 Q3,22,NA,4,4,1.33,NA,17.1,"90°C"
"Mobile","End of Interactive Support",2013 Q3,22,NA,4,4,1.33,NA,10.6,"90°C"
"Mobile","Launched",2014 Q1,22,30,4,4,1.33,NA,17.1,"90°C"
"Mobile","Launched",2014 Q1,22,NA,4,4,1.33,NA,10.6,""
"Mobile","End of Interactive Support",2013 Q3,22,NA,4,4,1.46,NA,17.1,"90°C"
"Mobile","Launched",2014 Q1,22,35,4,4,1.46,NA,17.1,""
"Mobile","End of Interactive Support",2013 Q3,22,37,4,4,1.5,NA,10.6,"90°C"
"Mobile","Launched",2014 Q1,22,NA,4,4,1.49,NA,10.6,""
"Mobile","Launched",2014 Q2,22,NA,4,4,1.49,NA,21.3,""
"Mobile","Launched",2014 Q1,22,40,4,4,1.59,NA,17.1,""
"Embedded","Launched",2010 Q3,45,22,1,2,600,3.3,NA,"110°C"
"Mobile","End of Interactive Support",2008 Q2,45,NA,1,NA,800,0.65,NA,"90°C"
"Mobile","End of Interactive Support",2008 Q2,45,20,1,NA,1.1,2,NA,"90°C"
"Embedded","Launched",2010 Q3,45,29,1,2,1,3.6,NA,"90°C"
"Mobile","End of Interactive Support",2010 Q2,45,NA,1,2,1.2,1.3,1.6,"-25°C to +90°C"
"Mobile","End of Interactive Support",2008 Q2,45,20,1,NA,1.1,2.2,NA,"90°C"
"Embedded","Launched",2010 Q3,45,37,1,2,1,3.6,NA,"110°C"
"Mobile","End of Interactive Support",2008 Q2,45,27,1,NA,1.1,2.2,NA,"90°C"
"Embedded","End of Life",2010 Q4,45,NA,1,2,1,7,NA,""
"Mobile","End of Interactive Support",2009 Q2,45,NA,1,NA,1.2,1.4,NA,"90°C"
"Embedded","End of Life",2010 Q4,45,NA,1,2,1,7,NA,""
"Desktop","End of Interactive Support",2008 Q2,45,29,1,NA,1.6,4,NA,"85.2°C"
"Mobile","End of Interactive Support",2008 Q2,45,NA,1,NA,1.33,2,NA,"90°C"
"Embedded","Launched",2010 Q3,45,54,1,2,1.3,3.6,NA,"90°C"
"Mobile","End of Interactive Support",2010 Q2,45,NA,1,2,1.6,2.2,3.2,"0 to +90°C"
"Mobile","End of Interactive Support",2008 Q2,45,50,1,NA,1.33,2.2,NA,"90°C"
"Embedded","Launched",2010 Q3,45,64,1,2,1.3,3.6,NA,"110°C"
"Mobile","End of Interactive Support",2008 Q2,45,65,1,NA,1.6,2,NA,"90°C"
"Embedded","End of Life",2010 Q4,45,NA,1,2,1.3,7,NA,""
"Mobile","End of Interactive Support",2010 Q2,45,NA,1,2,1.9,2.2,3.2,"0 to +90°C"
"Mobile","End of Interactive Support",2010 Q1,45,64,1,2,1.66,5.5,NA,"100°C"
"Mobile","End of Interactive Support",2008 Q2,45,65,1,NA,1.6,2.2,NA,"90°C"
"Mobile","End of Interactive Support",2011 Q2,45,NA,1,2,1.2,3,NA,"90"
"Embedded","End of Life",2010 Q4,45,NA,1,2,1.3,7,NA,""
"Mobile","End of Interactive Support",2010 Q2,45,64,1,2,1.66,6.5,NA,"100°C"
"Desktop","End of Interactive Support",2010 Q1,45,43,1,2,1.66,10,6.4,"100°C"
"Desktop","End of Interactive Support",2010 Q1,45,63,2,4,1.66,13,6.4,"100°C"
"Mobile","End of Interactive Support",2008 Q2,45,NA,1,NA,1.86,2.4,NA,"90°C"
"Mobile","End of Interactive Support",2011 Q2,45,NA,1,2,1.5,3,NA,"90"
"Embedded","Launched",2010 Q3,45,74,1,2,1.6,4.5,NA,"90°C"
"Mobile","End of Interactive Support",2010 Q3,45,NA,2,4,1.5,8.5,NA,""
"Mobile","End of Interactive Support",2010 Q1,45,NA,1,2,1.83,6.5,NA,"100°C"
"Mobile","End of Interactive Support",2009 Q2,45,NA,1,NA,2,2.4,NA,"90°C"
"Mobile","End of Interactive Support",2008 Q2,45,32,1,NA,1.6,2.5,NA,"90°C"
"Desktop","End of Interactive Support",2008 Q3,45,NA,2,NA,1.6,8,NA,"85.2°C"
